pincode,population,grade
173221,20726,district_apportioned
173222,20726,district_apportioned
173223,33116,district_apportioned
173225,20726,district_apportioned
173229,33116,district_apportioned
173230,20726,district_apportioned
173233,20726,district_apportioned
173234,20726,district_apportioned
173235,20726,district_apportioned
173236,20726,district_apportioned
174001,15817,district_apportioned
174002,15817,district_apportioned
174003,15817,district_apportioned
174004,15817,district_apportioned
174005,15817,district_apportioned
174011,15817,district_apportioned
174012,15817,district_apportioned
174013,15817,district_apportioned
174015,15817,district_apportioned
174017,15817,district_apportioned
174021,15817,district_apportioned
174023,15817,district_apportioned
174024,15817,district_apportioned
174026,15817,district_apportioned
174027,15817,district_apportioned
174028,15817,district_apportioned
174029,15817,district_apportioned
174030,15817,district_apportioned
174031,15817,district_apportioned
174032,15817,district_apportioned
174033,15817,district_apportioned
174034,15817,district_apportioned
174035,15817,district_apportioned
174036,15817,district_apportioned
174101,20726,district_apportioned
174102,20726,district_apportioned
174103,20726,district_apportioned
174201,15817,district_apportioned
174301,14891,district_apportioned
174302,14891,district_apportioned
174303,14891,district_apportioned
174304,15817,district_apportioned
174305,15817,district_apportioned
174306,14891,district_apportioned
174307,14891,district_apportioned
174308,14891,district_apportioned
174309,15817,district_apportioned
174310,15817,district_apportioned
174311,15817,district_apportioned
174312,15817,district_apportioned
174314,14891,district_apportioned
174315,14891,district_apportioned
174316,14891,district_apportioned
174317,14891,district_apportioned
174319,14891,district_apportioned
174320,14891,district_apportioned
174321,14891,district_apportioned
174405,15817,district_apportioned
174503,14891,district_apportioned
174505,15817,district_apportioned
174507,14891,district_apportioned
175001,17853,district_apportioned
175002,17853,district_apportioned
175003,17853,district_apportioned
175004,17853,district_apportioned
175005,17853,district_apportioned
175006,17853,district_apportioned
175007,17853,district_apportioned
175008,17853,district_apportioned
175009,17853,district_apportioned
175010,17853,district_apportioned
175011,17853,district_apportioned
175012,17853,district_apportioned
175013,17853,district_apportioned
175014,17853,district_apportioned
175015,17853,district_apportioned
175016,17853,district_apportioned
175017,17853,district_apportioned
175018,17853,district_apportioned
175019,17853,district_apportioned
175021,17853,district_apportioned
175023,17853,district_apportioned
175024,17853,district_apportioned
175025,17853,district_apportioned
175026,17853,district_apportioned
175027,17853,district_apportioned
175028,17853,district_apportioned
175029,17853,district_apportioned
175030,17853,district_apportioned
175031,17853,district_apportioned
175032,17853,district_apportioned
175033,17853,district_apportioned
175034,17853,district_apportioned
175035,17853,district_apportioned
175036,17853,district_apportioned
175037,17853,district_apportioned
175038,17853,district_apportioned
175039,17853,district_apportioned
175040,17853,district_apportioned
175042,17853,district_apportioned
175045,17853,district_apportioned
175046,17853,district_apportioned
175047,17853,district_apportioned
175048,17853,district_apportioned
175049,17853,district_apportioned
175050,17853,district_apportioned
175051,17853,district_apportioned
175052,17853,district_apportioned
175101,17853,district_apportioned
175102,23048,district_apportioned
175103,23048,district_apportioned
175104,23048,district_apportioned
175105,23048,district_apportioned
175106,17853,district_apportioned
175121,17853,district_apportioned
175122,23048,district_apportioned
175123,17853,district_apportioned
175124,17853,district_apportioned
175125,17853,district_apportioned
175126,23048,district_apportioned
175128,23048,district_apportioned
175129,23048,district_apportioned
175130,23048,district_apportioned
175131,23048,district_apportioned
175132,3946,district_apportioned
175133,3946,district_apportioned
175134,17853,district_apportioned
175136,23048,district_apportioned
175138,23048,district_apportioned
175139,3946,district_apportioned
175140,3946,district_apportioned
175141,17853,district_apportioned
175142,3946,district_apportioned
175143,23048,district_apportioned
176001,15101,district_apportioned
176002,15101,district_apportioned
176021,15101,district_apportioned
176022,15101,district_apportioned
176023,15101,district_apportioned
176025,15101,district_apportioned
176026,15101,district_apportioned
176027,15101,district_apportioned
176028,15101,district_apportioned
176029,15101,district_apportioned
176030,15101,district_apportioned
176031,15101,district_apportioned
176032,15101,district_apportioned
176033,15101,district_apportioned
176036,15101,district_apportioned
176037,15101,district_apportioned
176038,15101,district_apportioned
176039,15817,district_apportioned
176040,15817,district_apportioned
176041,15817,district_apportioned
176042,15817,district_apportioned
176043,15817,district_apportioned
176044,15817,district_apportioned
176045,15817,district_apportioned
176047,15101,district_apportioned
176048,15817,district_apportioned
176049,15817,district_apportioned
176051,15101,district_apportioned
176052,15101,district_apportioned
176053,15101,district_apportioned
176054,15101,district_apportioned
176055,15101,district_apportioned
176056,15101,district_apportioned
176057,15101,district_apportioned
176058,15101,district_apportioned
176059,15101,district_apportioned
176060,15101,district_apportioned
176061,15101,district_apportioned
176062,15101,district_apportioned
176063,15101,district_apportioned
176064,15101,district_apportioned
176065,15101,district_apportioned
176066,15101,district_apportioned
176071,15101,district_apportioned
176073,15101,district_apportioned
176075,15101,district_apportioned
176076,15101,district_apportioned
176077,15101,district_apportioned
176081,15101,district_apportioned
176082,15101,district_apportioned
176083,15101,district_apportioned
176084,15101,district_apportioned
176085,15101,district_apportioned
176086,15101,district_apportioned
176087,15101,district_apportioned
176088,15101,district_apportioned
176089,15101,district_apportioned
176090,17853,district_apportioned
176091,15101,district_apportioned
176092,15101,district_apportioned
176093,15101,district_apportioned
176094,15101,district_apportioned
176095,15101,district_apportioned
176096,15101,district_apportioned
176097,15101,district_apportioned
176098,15101,district_apportioned
176101,15101,district_apportioned
176102,15101,district_apportioned
176103,15101,district_apportioned
176107,15101,district_apportioned
176108,15817,district_apportioned
176109,15817,district_apportioned
176110,15817,district_apportioned
176111,15817,district_apportioned
176115,15101,district_apportioned
176125,15101,district_apportioned
176128,15101,district_apportioned
176200,15101,district_apportioned
176201,15101,district_apportioned
176202,15101,district_apportioned
176203,15101,district_apportioned
176204,15101,district_apportioned
176205,15101,district_apportioned
176206,15101,district_apportioned
176207,20763,district_apportioned
176208,15101,district_apportioned
176209,15101,district_apportioned
176210,15101,district_apportioned
176211,15101,district_apportioned
176213,15101,district_apportioned
176214,15101,district_apportioned
176215,15101,district_apportioned
176216,15101,district_apportioned
176217,15101,district_apportioned
176218,15101,district_apportioned
176219,15101,district_apportioned
176225,15101,district_apportioned
176301,20763,district_apportioned
176302,20763,district_apportioned
176303,20763,district_apportioned
176304,20763,district_apportioned
176305,20763,district_apportioned
176306,20763,district_apportioned
176308,20763,district_apportioned
176309,20763,district_apportioned
176310,20763,district_apportioned
176311,20763,district_apportioned
176312,20763,district_apportioned
176313,20763,district_apportioned
176314,20763,district_apportioned
176315,20763,district_apportioned
176316,20763,district_apportioned
